FirstName,LastName,Gender,Title,CompanyName,AnnualRevenue,NumEmployees,DateLastContacted,CompanyLocation,EmailAddress,DealSize,Industry,NumOpens,DaysSince,DealStatus,SalesNotes
Shamah,Hatt,1,Marketing Associate,InfoComp Ltd,31399969,1570,2024-04-23,France,shatt@infocompltd.com,157000,Wholesale Trade,42,93,Lead,"Attended Sales Sinner and met with Director. They're exploring options to improve their data analytics capabilities and mentioned our competitor, McKinsey. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-20 to discuss their specific needs. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-20 to discuss next steps. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities."
Jason,Yee,0,Manager,MegaLogix Corp,97337727,4867,2024-03-10,Spain,jyee@megalogixcorp.com,486689,Retail Trade,72,137,Prospect,Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-14 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Alexis,Garrett,1,CEO,SecureSys Group,37760957,1888,2024-03-21,Italy,agarrett@securesysgroup.com,188805,Finance,44,126,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Proposal for Analytics Audit sent. Highlighted our experience in SaaS Software and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-21. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Director requested a meeting to discuss expanding the project scope to include product market fit.
German,Medina,0,Director,MegaStore LLP,48766496,2438,2024-02-16,China,gmedina@megastorellp.com,243832,Manufacturing,61,160,Suspect,"Attended Networking Event and met with CTO. They're exploring options to improve their change management and mentioned our competitor, Deloitte. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Call with CTO to address their concerns about team's skills'. Reassured them about our commitment to delivering results and agreed on a plan of action. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Erin,Shakura,1,Director,SuperMarket Inc,26176171,1309,2024-03-26,China,eshakura@supermarketinc.com,130881,Information,39,121,Prospect,"Attended Industry Conference and met with Director. They're exploring options to improve their change management and mentioned our competitor, McKinsey. Follow-up email sent. Attended Industry Conference and met with Director. They're exploring options to improve their change management and mentioned our competitor, McKinsey. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Director requested a meeting to discuss expanding the project scope to include data visualization."
Maajid,el-Allee,0,Manager,SecureSolve Ltd,49884480,2494,2024-04-23,Japan,mel-allee@securesolveltd.com,249422,Real Estate,18,93,Lead,"Attended Webinar and met with VP. They're exploring options to improve their operational efficiency and mentioned our competitor, BCG. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our digital transformation services. Scheduled a discovery call for 2024-08-04 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing difficulty adapting to remote work. They seem open to a strategic assessment. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-04 to discuss next steps. VP requested a meeting to discuss expanding the project scope to include generative AI."
Kobee,Lim,0,Manager,AISoft LLP,70022055,3501,2024-07-09,Germany,klim@aisoftllp.com,350110,Manufacturing,28,16,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-20 to discuss their specific needs. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-20 to discuss next steps. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency.
Keisha,Colin,1,Marketing Coordinator,AIQuest LLC,57872999,2894,2024-03-23,Australia,kcolin@aiquestllc.com,289365,Information,53,124,Prospect,"Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Attended Coregistration Event and met with CFO. They're exploring options to improve their profit margins and mentioned our competitor, IBM IX. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing digital transformation. They seem open to a strategic assessment. Follow-up call after proposal submission. CFO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Competitor, IBM IX, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in profit margins."
Faaiq,al-Kamali,0,Manager,UltraCom LLP,11653329,583,2024-02-07,France,fal-kamali@ultracomllp.com,58267,Information,34,169,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-24 to discuss their specific needs. Attended Trade Show and met with CEO. They're exploring options to improve their customer experience and mentioned our competitor, IBM IX. Follow-up email sent. Shared our company overview and case studies relevant to their industry. CEO is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. CEO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Fateena,al-Fahmy,1,Marketing Coordinator,NetComp LLC,70677613,3534,2024-05-25,UK,fal-fahmy@netcompllc.com,353388,Construction,62,61,Opportunity,"Attended Sales Sinner and met with Manager. They're exploring options to improve their operational efficiency and mentioned our competitor, BCG. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with difficulty adapting to remote work. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Proposal for Strategic Assessment sent. Highlighted our experience in Education and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-14. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Siddeeqi,el-Khalaf,0,Senior Manager,UltraLogix Group,87175386,4359,2024-05-01,Italy,sel-khalaf@ultralogixgroup.com,435877,Arts,44,85,Opportunity,"Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Attended Sales Sinner and met with CFO. They're exploring options to improve their customer experience and mentioned our competitor, Deloitte. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget."
Francisco,Silva-Rodriguez,0,Manager,EcoCom LLC,9510448,476,2024-02-02,Ukraine,fsilva-rodriguez@ecocomllc.com,47552,Professional,57,174,Suspect,"Attended Coregistration Event and met with CTO. They're exploring options to improve their data analytics capabilities and mentioned our competitor, McKinsey. Follow-up email sent. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Proposal for Digital Transformation Roadmap sent. Highlighted our experience in Retail and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-10. Call with CTO to address their concerns about testimonials. Reassured them about our commitment to delivering results and agreed on a plan of action. CTO requested a meeting to discuss expanding the project scope to include process automation."
Ramla,al-Masih,1,Manager,NetNet Inc,92929291,4646,2024-04-18,Spain,ral-masih@netnetinc.com,464646,Management,58,98,Lead,Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-09 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-09 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CEO is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. CEO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
America,Franklin,1,Marketing Associate,NetComp Inc,49559418,2478,2024-03-21,France,afranklin@netcompinc.com,247797,Education,52,126,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing high employee turnover. They seem open to a strategic assessment. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Waail,al-Jabara,0,Manager,NetLogix Group,82414824,4121,2024-07-08,Brazil,wal-jabara@netlogixgroup.com,412074,Professional,27,17,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-24 to discuss their specific needs. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. CTO requested a meeting to discuss expanding the project scope to include AI image generation.
Randa,al-Abdi,1,Marketing Associate,EduMarket LLC,36295632,1815,2024-04-18,Germany,ral-abdi@edumarketllc.com,181478,Information,58,98,Lead,"Attended Coregistration Event and met with Director. They're exploring options to improve their AI implementation and mentioned our competitor, McKinsey. Follow-up email sent. Attended Coregistration Event and met with Director. They're exploring options to improve their AI implementation and mentioned our competitor, McKinsey. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing high employee turnover. They seem open to a strategic assessment. Call with Director to address their concerns about our qualifications. Reassured them about our commitment to delivering results and agreed on a plan of action. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Melisa,Marquez-Roque,1,VP,SecureMart LLP,81419872,4071,2024-02-29,Italy,mmarquez-roque@securemartllp.com,407099,Finance,31,147,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Juan,Vigil,0,Director,AILogix Inc,63674228,3184,2024-07-02,Brazil,jvigil@ailogixinc.com,318371,Arts,30,23,Closed Won,"Attended Trade Show and met with CEO. They're exploring options to improve their AI implementation and mentioned our competitor, IBM IX. Follow-up email sent. Attended Trade Show and met with CEO. They're exploring options to improve their AI implementation and mentioned our competitor, IBM IX. Follow-up email sent. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in AI implementation."
Sydney,Zhu,1,Marketing Associate,TransSolve Group,39147852,1957,2024-06-11,Ukraine,szhu@transsolvegroup.com,195739,Retail Trade,10,44,Opportunity,"Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Attended Sales Sinner and met with CFO. They're exploring options to improve their customer experience and mentioned our competitor, IBM IX. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-12 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Rhonda,Tat,1,Manager,UltraLogix LLP,70897655,3545,2024-04-26,Ukraine,rtat@ultralogixllp.com,354488,Transportation,38,90,Lead,Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-19 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CTO is particularly interested in understanding how we measure ROI on our engagements. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-19 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Malissa,Williams,1,Manager,FarmHard LLP,68835152,3442,2024-02-12,Canada,mwilliams@farmhardllp.com,344176,Transportation,71,164,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-19 to discuss their specific needs. Attended Trade Show and met with CFO. They're exploring options to improve their data analytics capabilities and mentioned our competitor, Deloitte. Follow-up email sent. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Competitor, Deloitte, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal."
Jasmine,Ulery,1,Senior Manager,NetSys LLP,84116520,4206,2024-07-03,Mexico,julery@netsysllp.com,420583,Professional,16,22,Closed Won,"Attended Coregistration Event and met with CTO. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Attended Coregistration Event and met with CTO. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Call with CTO to address their concerns about testimonials. Reassured them about our commitment to delivering results and agreed on a plan of action. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Daniel,Johnston,0,Marketing Coordinator,UltraComp LLC,1540371,77,2024-01-29,Brazil,djohnston@ultracompllc.com,7702,Health Care,32,178,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-17 to discuss their specific needs. Attended Networking Event and met with Manager. They're exploring options to improve their customer experience and mentioned our competitor, Deloitte. Follow-up email sent. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-17 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Hanah,Cook,1,Marketing Coordinator,GlobalTech LLC,51024322,2551,2024-04-27,Japan,hcook@globaltechllc.com,255122,Health Care,58,89,Opportunity,Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with difficulty adapting to remote work. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with difficulty adapting to remote work. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Matthew,Whyte,0,Manager,NetCom Ltd,12928647,646,2024-07-15,South Korea,mwhyte@netcomltd.com,64643,Arts,55,10,Closed Won,Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-11 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing market expansion. They seem open to a strategic assessment.
Justine,Resendes,1,Manager,FarmHard Group,20842378,1042,2024-06-12,Mexico,jresendes@farmhardgroup.com,104212,Agriculture,17,43,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-23 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-23 to discuss their specific needs. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Follow-up call after proposal submission. CEO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. CEO requested a meeting to discuss expanding the project scope to include data visualization.
My,Tran,1,Director,NetWare LLP,70460433,3523,2024-03-12,Ukraine,mtran@netwarellp.com,352302,Professional,25,135,Prospect,"Attended Trade Show and met with Manager. They're exploring options to improve their operational efficiency and mentioned our competitor, BCG. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-05 to discuss next steps. Manager requested a meeting to discuss expanding the project scope to include AI image generation."
Taariq,el-Wakim,0,Marketing Associate,GlobalQuest Group,7597162,380,2024-05-12,China,tel-wakim@globalquestgroup.com,37986,Real Estate,17,74,Opportunity,Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-23 to discuss next steps. CEO requested a meeting to discuss expanding the project scope to include product market fit.
Dulguun,Shim,0,Senior Manager,HighLogix LLC,51518945,2576,2024-02-18,France,dshim@highlogixllc.com,257595,Health Care,14,158,Suspect,"Attended Coregistration Event and met with CEO. They're exploring options to improve their profit margins and mentioned our competitor, Bain. Follow-up email sent. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Discovery call completed. Key takeaways: Prospect company is facing increased competition. They seem open to a strategic assessment. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Hector,Jimenez,0,Marketing Coordinator,FarmSolve Ltd,74560672,3728,2024-06-06,Spain,hjimenez@farmsolveltd.com,372803,Mining,3,49,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing difficulty adapting to remote work. They seem open to a strategic assessment. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency.
Jada,Woodard,1,Marketing Associate,NetHard Group,46735279,2337,2024-04-22,Japan,jwoodard@nethardgroup.com,233676,Wholesale Trade,36,94,Lead,"Attended Coregistration Event and met with CEO. They're exploring options to improve their profit margins and mentioned our competitor, KPMG. Follow-up email sent. Attended Coregistration Event and met with CEO. They're exploring options to improve their profit margins and mentioned our competitor, KPMG. Follow-up email sent. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-24 to discuss next steps. Competitor, KPMG, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal. CEO requested a meeting to discuss expanding the project scope to include generative AI."
Tanay,Smith,1,Marketing Associate,AISys Ltd,48624682,2431,2024-02-19,Ukraine,tsmith@aisysltd.com,243123,Professional,63,157,Suspect,Initial outreach via LinkedIn. Prospect expressed interest in our digital transformation services. Scheduled a discovery call for 2024-08-17 to discuss their specific needs. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Discovery call completed. Key takeaways: Prospect company is facing supply chain disruptions. They seem open to a strategic assessment. CTO requested a meeting to discuss expanding the project scope to include product market fit.
Fred,Brott,0,Manager,HighTech Ltd,59937492,2997,2024-04-19,Ukraine,fbrott@hightechltd.com,299687,Management,72,97,Lead,"Attended Sales Sinner and met with Manager. They're exploring options to improve their change management and mentioned our competitor, Bain. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Proposal for AI Roadmap sent. Highlighted our experience in Construction and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-21. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in change management."
Shikoni,Valadez,0,Manager,InfoSys LLP,26156256,1308,2024-05-22,UK,svaladez@infosysllp.com,130781,Mining,74,64,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-17 to discuss their specific needs. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Follow-up call after proposal submission. CFO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in change management.
Justin,Carter,0,Director,SecureStore Corp,48024210,2401,2024-06-15,France,jcarter@securestorecorp.com,240121,Transportation,76,40,Opportunity,"Attended Trade Show and met with VP. They're exploring options to improve their change management and mentioned our competitor, Deloitte. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-11 to discuss their specific needs. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-11 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Mahboob,el-Moustafa,0,VP,TransTech Group,63130464,3157,2024-06-26,Germany,mel-moustafa@transtechgroup.com,315652,Arts,68,29,Closed Won,"Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Attended Coregistration Event and met with VP. They're exploring options to improve their customer experience and mentioned our competitor, McKinsey. Follow-up email sent. Follow-up call after proposal submission. VP had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. VP requested a meeting to discuss expanding the project scope to include data visualization."
Yaritza,Jackson,1,Marketing Coordinator,TechnoLogix Corp,3014024,151,2024-07-07,France,yjackson@technologixcorp.com,15070,Information,57,18,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-11 to discuss their specific needs. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-11 to discuss next steps.
Ashlee,Summers,1,Manager,NetCom LLC,48468284,2423,2024-04-06,USA,asummers@netcomllc.com,242341,Education,57,110,Lead,"Attended Networking Event and met with VP. They're exploring options to improve their operational efficiency and mentioned our competitor, Bain. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Proposal for Analytics Audit sent. Highlighted our experience in Defense and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-12."
Zuhaira,el-Bey,1,Marketing Coordinator,TransLogix Corp,90240514,4512,2024-06-23,UK,zel-bey@translogixcorp.com,451203,Wholesale Trade,78,32,Opportunity,"Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Competitor, IBM IX, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal."
Sukaina,al-Harroun,1,Manager,MegaCom Ltd,54895753,2745,2024-06-12,Germany,sal-harroun@megacomltd.com,274479,Real Estate,42,43,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-02 to discuss their specific needs. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Shared our company overview and case studies relevant to their industry. CTO is particularly interested in understanding how we measure ROI on our engagements. Proposal for Analytics Audit sent. Highlighted our experience in Retail and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-02.
Diane,Sameshima,1,Senior Manager,UltraHard LLP,69118203,3456,2024-06-03,Japan,dsameshima@ultrahardllp.com,345591,Agriculture,36,52,Opportunity,"Attended Coregistration Event and met with Director. They're exploring options to improve their customer experience and mentioned our competitor, KPMG. Follow-up email sent. Attended Coregistration Event and met with Director. They're exploring options to improve their customer experience and mentioned our competitor, KPMG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. Director is particularly interested in understanding how we measure ROI on our engagements. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-02 to discuss next steps."
Ahmear,Robinson,0,Director,SecureMarket Inc,18496657,925,2024-02-04,Ukraine,arobinson@securemarketinc.com,92483,Professional,55,172,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Attended Networking Event and met with VP. They're exploring options to improve their operational efficiency and mentioned our competitor, McKinsey. Follow-up email sent. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-01 to discuss next steps."
Kailyn,Tush,1,Manager,TransCom Inc,21291302,1065,2024-06-26,USA,ktush@transcominc.com,106457,Manufacturing,24,29,Closed Won,"Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Attended Coregistration Event and met with Manager. They're exploring options to improve their change management and mentioned our competitor, IBM IX. Follow-up email sent. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Arwa,al-Irani,1,Marketing Associate,AIMart LLP,46976661,2349,2024-06-06,UK,aal-irani@aimartllp.com,234883,Retail Trade,41,49,Opportunity,"Attended Sales Sinner and met with Manager. They're exploring options to improve their customer experience and mentioned our competitor, McKinsey. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. Manager had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Competitor, McKinsey, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal."
Matthew,Balderas,0,Director,GlobalNet LLP,7894608,395,2024-05-28,China,mbalderas@globalnetllp.com,39473,Information,8,58,Opportunity,"Attended Trade Show and met with CTO. They're exploring options to improve their AI implementation and mentioned our competitor, BCG. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CTO is particularly interested in understanding how we measure ROI on our engagements."
Collin,Riviera,0,Marketing Associate,TransMarket Group,11541583,577,2024-04-18,Spain,criviera@transmarketgroup.com,57708,Manufacturing,1,98,Lead,"Attended Industry Conference and met with Manager. They're exploring options to improve their data analytics capabilities and mentioned our competitor, KPMG. Follow-up email sent. Attended Industry Conference and met with Manager. They're exploring options to improve their data analytics capabilities and mentioned our competitor, KPMG. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Follow-up call after proposal submission. Manager had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Manager requested a meeting to discuss expanding the project scope to include process automation."
Aleczander,Hubbard,0,Marketing Associate,TechnoMart Group,49534980,2477,2024-05-06,Spain,ahubbard@technomartgroup.com,247675,Mining,21,80,Opportunity,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-13 to discuss next steps. Manager requested a meeting to discuss expanding the project scope to include data visualization.
Nicole,Mitchell,1,Manager,TechnoTech Ltd,98183978,4909,2024-05-11,India,nmitchell@technotechltd.com,490920,Transportation,14,75,Opportunity,"Attended Sales Sinner and met with Director. They're exploring options to improve their change management and mentioned our competitor, IBM IX. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-24 to discuss their specific needs. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Alexandria,Ray,1,Senior Manager,EduCom Inc,61035191,3052,2024-07-12,Japan,aray@educominc.com,305176,Health Care,24,13,Closed Won,"Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-02 to discuss their specific needs. Attended Sales Sinner and met with VP. They're exploring options to improve their change management and mentioned our competitor, Deloitte. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-02 to discuss next steps."
