"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"2758",85641531,90000,"Davis","Johnathan","Trade Show","Negotiation","Hunter","Popular Enterprises LLC",2014-09-05,0
"2759",77754491,80000,"Serna","Megan","Referral","Prospect","Johnson","Great Products Inc.",2017-09-08,0
"2760",41306448,90000,"Sale","Yoana","Referral","Lead","Rachelle","Wonderful Products LLC",2012-12-03,0
"2761",29588655,10000,"Kim","Kiley","Email","Suspect","Johnson","Great Services LLC",2014-07-30,0
"2762",17364760,90000,"Morgan","Eamon","Email","Proposal","Haamida","Popular Partners Inc.",2013-02-14,0
"2763",83048471,100000,"Irvin","Grayson","Email","Negotiation","Victor","Wonderful Products Inc.",2013-02-19,0
"2764",65746477,90000,"Lor","Shaamila","Social","Lead","Hunter","Popular Enterprises LLP",2014-08-03,0
"2765",92784681,60000,"Childs","Simon","Web","Closed Lost","Hunter","Popular Goods LLC",2014-04-29,0
"2766",17471973,20000,"al-Mian","Shaheed","Paid Ads","Proposal","Angelo","Wonderful Products Inc.",2016-11-23,0
"2767",43517359,10000,"Haring","Kai","Trade Show","Opportunity","Nestor","Popular Goods Inc.",2014-10-27,0
"2768",2212408,50000,"Allen","Sierra","Web","Prospect","Victor","Wonderful Services Inc.",2014-12-18,0
"2769",5622372,50000,"Conn","Jordan","Referral","Suspect","Rachelle","Wonderful Goods Inc.",2012-03-19,0
"2770",70336038,10000,"Vo","Sydni","Webinar","Suspect","Hunter","Wonderful Products LLC",2015-09-04,0
"2771",29595412,100000,"Jimenez-Romero","Sajiyya","Conference","Suspect","Hunter","Great Goods Inc.",2012-06-01,0
"2772",28247733,80000,"Rea","Jorge","Referral","Proposal","Victor","Great Products LLC",2013-03-02,0
"2773",94127304,90000,"Lightfoot","Jubair","Social","Negotiation","Rachelle","Popular Partners LLC",2017-03-02,0
"2774",363498,40000,"al-Kabir","Zaahid","Conference","Closed Won","Johnson","Wonderful Products Inc.",2016-03-02,1
"2775",67691020,100000,"Gomez","Sabaaha","Trade Show","Proposal","Victor","Great Enterprises LLP",2016-05-12,0
"2776",89720012,50000,"al-Hussain","Zengda","Conference","Lead","Nestor","Popular Enterprises LLC",2015-08-09,0
"2777",16320862,60000,"Nelson","Alex","Webinar","Suspect","Rachelle","Wonderful Products LLP",2016-03-28,0
"2778",40429443,80000,"Howe","Ashley","Web","Proposal","Shay","Popular Goods LLC",2013-10-29,0
"2779",92610630,50000,"Ross","Amal","Paid Ads","Opportunity","Angelo","Popular Services LLC",2017-11-08,0
"2780",80264691,10000,"Vang","Alex","Email","Opportunity","Haamida","Wonderful Goods Inc.",2017-09-07,0
"2781",85157500,50000,"el-Rabbani","Lisa","Trade Show","Closed Won","Shay","Wonderful Services LLP",2014-01-20,1
"2782",57119616,50000,"Simon","Camesha","Social","Lead","Shay","Popular Goods LLC",2013-07-03,0
"2783",36945082,70000,"Jimenez","Christian","Web","Proposal","Shay","Wonderful Services Inc.",2014-11-05,0
"2784",47869904,60000,"el-Saeed","Lavon","Social","Negotiation","Rachelle","Wonderful Enterprises Inc.",2017-07-02,0
"2785",7623902,90000,"Martinez","Heide","Paid Ads","Suspect","Nestor","Great Partners LLP",2013-11-07,0
"2786",28548235,70000,"Lam","Kevin","Conference","Closed Won","Hunter","Popular Services LLC",2013-11-24,1
"2787",19129687,50000,"el-Ghattas","Christopher","Referral","Proposal","Johnson","Wonderful Products LLC",2013-05-15,0
"2788",74613605,40000,"al-Can","Amy","Web","Closed Lost","Rachelle","Wonderful Goods LLC",2014-12-14,0
"2789",71181758,60000,"Rivera","Kayla","Web","Suspect","Angelo","Popular Enterprises LLP",2017-04-27,0
"2790",31525986,50000,"Jun","Destiny","Referral","Negotiation","Haamida","Wonderful Partners LLP",2013-03-29,0
"2791",59236270,20000,"Duran","Desiree","Paid Ads","Closed Lost","Johnson","Great Goods Inc.",2015-12-03,0
"2792",29782251,50000,"Hwang","Taylor","Paid Ads","Negotiation","Hunter","Popular Goods Inc.",2016-03-24,0
"2793",89857524,30000,"Charvat","Raheema","Paid Ads","Proposal","Shay","Wonderful Services LLC",2017-09-11,0
"2794",41822568,30000,"Culver","Dallas","Webinar","Opportunity","Haamida","Wonderful Products LLP",2012-11-16,0
"2795",32099975,20000,"Lodewyk","Angela","Paid Ads","Negotiation","Nestor","Great Products LLP",2016-10-12,0
"2796",47285612,40000,"Hewlett","Elias","Trade Show","Negotiation","Victor","Wonderful Partners LLP",2012-05-11,0
"2797",56708795,10000,"el-Madani","Kazong","Conference","Closed Won","Angelo","Popular Enterprises LLP",2016-08-25,1
"2798",9594976,80000,"Ley","Jeffrey","Social","Suspect","Johnson","Wonderful Partners LLC",2015-12-30,0
"2799",8854835,50000,"Fitzsimmons","Jesse","Social","Closed Won","Victor","Popular Services Inc.",2016-05-07,1
"2800",34384799,100000,"Blackbear","Brian","Email","Opportunity","Hunter","Wonderful Products LLC",2013-05-11,0
"2801",86077292,10000,"Lee","Mai Lien","Paid Ads","Prospect","Shay","Popular Partners Inc.",2012-03-29,0
"2802",21640146,60000,"Wisham","Jessica","Web","Closed Lost","Hunter","Popular Partners LLP",2014-04-25,0
"2803",31576864,10000,"Chu","Reed","Social","Closed Lost","Angelo","Great Enterprises Inc.",2012-11-24,0
"2804",37599787,40000,"Fimbres","Saood","Paid Ads","Proposal","Hunter","Wonderful Goods Inc.",2017-10-03,0
"2805",27342742,30000,"Aldaz","Paige","Referral","Opportunity","Victor","Wonderful Partners Inc.",2014-01-21,0
"2806",44141748,80000,"Skaggs","Tiana","Paid Ads","Proposal","Angelo","Great Products Inc.",2012-04-23,0
"2807",88356977,30000,"Carmona","James","Social","Closed Lost","Hunter","Great Enterprises LLP",2014-06-22,0
"2808",58663544,40000,"Zhang","Hasan","Webinar","Closed Won","Shay","Wonderful Products LLP",2014-09-05,1
"2809",33317002,10000,"Held","Alison","Social","Proposal","Johnson","Great Partners LLP",2017-09-08,0
"2810",74608935,40000,"Byrd Jr","Jasoor","Social","Proposal","Shay","Wonderful Products LLC",2012-12-03,0
"2811",6703753,60000,"Quezada Ledesma","Shannon","Trade Show","Proposal","Johnson","Great Enterprises Inc.",2014-07-30,0
"2812",90205445,60000,"Mei","Colton","Social","Closed Lost","Angelo","Popular Partners LLP",2013-02-14,0
"2813",25122127,60000,"al-Suleiman","Kevin","Email","Opportunity","Shay","Great Enterprises LLP",2013-02-19,0
"2814",62090429,90000,"el-Murad","Ryosuke","Web","Opportunity","Nestor","Popular Enterprises LLP",2014-08-03,0
"2815",35133015,20000,"Xiong","Brian","Social","Suspect","Hunter","Great Products LLC",2014-04-29,0
"2816",29921295,50000,"Freeman","Ashley","Referral","Lead","Rachelle","Great Enterprises LLC",2016-11-23,0
"2817",62482246,50000,"al-Jalali","Shiloh","Referral","Closed Lost","Rachelle","Popular Enterprises LLP",2014-10-27,0
"2818",51097807,90000,"Sanchez","Stacey","Trade Show","Prospect","Angelo","Wonderful Products LLP",2014-12-18,0
"2819",82429773,60000,"Garcia","Mollie","Social","Prospect","Angelo","Popular Enterprises LLP",2012-03-19,0
"2820",4304952,30000,"Myers","Sirajuddeen","Referral","Opportunity","Haamida","Wonderful Products LLC",2015-09-04,0
"2821",81801218,60000,"Walters","Jun","Email","Closed Lost","Hunter","Wonderful Goods LLC",2012-06-01,0
"2822",66102917,60000,"Cradle","Jeena","Social","Prospect","Nestor","Popular Services LLP",2013-03-02,0
"2823",17189818,80000,"Nastacio","Jennifer","Conference","Lead","Victor","Popular Products LLC",2017-03-02,0
"2824",40554247,80000,"Tran","Daphine","Web","Opportunity","Nestor","Great Products LLP",2016-03-02,0
"2825",5567362,40000,"Nash","Delilah","Referral","Suspect","Haamida","Popular Goods LLP",2016-05-12,0
"2826",12368457,100000,"Carothers","Dhareef","Social","Prospect","Shay","Great Enterprises LLP",2015-08-09,0
"2827",32854837,10000,"Ovando","David","Paid Ads","Closed Won","Victor","Great Products Inc.",2016-03-28,1
"2828",24266891,40000,"al-Farra","Michael","Web","Opportunity","Shay","Great Products Inc.",2013-10-29,0
"2829",81913672,100000,"Mika","Mariah","Referral","Suspect","Nestor","Great Goods Inc.",2017-11-08,0
"2830",57404036,40000,"Huynh","Vater","Social","Proposal","Johnson","Great Enterprises LLC",2017-09-07,0
"2831",57748400,20000,"al-Javid","Allyson","Webinar","Lead","Hunter","Popular Products LLP",2014-01-20,0
"2832",35295783,90000,"Meisner","Maria","Social","Proposal","Victor","Wonderful Products LLP",2013-07-03,0
"2833",11911519,100000,"Yohannes","Warda","Web","Closed Lost","Rachelle","Popular Services LLC",2014-11-05,0
"2834",66975935,30000,"Hayes","William","Web","Closed Lost","Johnson","Wonderful Goods LLC",2017-07-02,0
"2835",34619628,40000,"Pinnecoose","Lena","Conference","Lead","Victor","Wonderful Partners LLP",2013-11-07,0
"2836",97669879,10000,"Rosencrans","Dylon","Conference","Opportunity","Nestor","Great Enterprises LLC",2013-11-24,0
"2837",24527605,60000,"Arellano","Tayyiba","Social","Negotiation","Victor","Popular Enterprises LLP",2013-05-15,0
"2838",32729217,50000,"Pitones","Briana","Webinar","Proposal","Haamida","Great Enterprises LLC",2014-12-14,0
"2839",49891699,30000,"Nunez","Jolena","Email","Lead","Victor","Popular Products LLC",2017-04-27,0
"2840",30378627,50000,"Nguyen","Shawn","Social","Opportunity","Angelo","Wonderful Partners LLC",2013-03-29,0
"2841",18557827,30000,"Nguyen","Caleb","Web","Prospect","Hunter","Popular Partners LLP",2015-12-03,0
"2842",87463549,30000,"al-Doud","Jerry","Conference","Negotiation","Rachelle","Great Services LLP",2016-03-24,0
"2843",24662104,50000,"Chang","Jessica","Web","Opportunity","Hunter","Popular Enterprises LLC",2017-09-11,0
"2844",21611478,50000,"Perryman","Matthew","Webinar","Opportunity","Haamida","Wonderful Partners Inc.",2012-11-16,0
"2845",26518476,70000,"Brauher","Valeria","Trade Show","Closed Won","Victor","Popular Services Inc.",2016-10-12,1
"2846",75107221,30000,"Duncan","Scottie","Email","Prospect","Angelo","Great Services Inc.",2012-05-11,0
"2847",40712661,20000,"Brayshaw","Colin","Paid Ads","Proposal","Haamida","Great Enterprises LLP",2016-08-25,0
"2848",51805409,70000,"Wilson","Maria","Trade Show","Prospect","Johnson","Great Partners LLC",2015-12-30,0
"2849",61831586,50000,"Sweet","Jasmine","Web","Closed Lost","Johnson","Popular Services LLP",2016-05-07,0
"2850",11255989,10000,"Pyle","Samantha","Web","Closed Won","Shay","Great Partners LLP",2013-05-11,1
"2851",26254100,80000,"Domer","Burhaan","Social","Proposal","Hunter","Wonderful Enterprises Inc.",2012-03-29,0
"2852",47937077,90000,"Threlkeld","Jaeleen","Social","Prospect","Rachelle","Popular Services LLP",2014-04-25,0
"2853",29005070,60000,"el-Tawil","Safwa","Paid Ads","Closed Won","Hunter","Popular Products LLP",2012-11-24,1
"2854",1362524,90000,"Mcdondle","Ryan","Email","Negotiation","Hunter","Great Products LLP",2017-10-03,0
"2855",43388486,90000,"Rivale","Davis","Conference","Opportunity","Victor","Wonderful Products LLP",2014-01-21,0
"2856",69485783,30000,"el-Abdelrahman","Jasoor","Conference","Closed Won","Hunter","Wonderful Goods Inc.",2012-04-23,1
"2857",71022103,50000,"Lovelace","Aaron","Paid Ads","Negotiation","Rachelle","Popular Goods Inc.",2014-06-22,0
"2858",28860557,20000,"Brown","Colten","Paid Ads","Negotiation","Hunter","Wonderful Products LLP",2014-09-05,0
"2859",40130069,10000,"Khalil","Alejandro","Conference","Closed Lost","Hunter","Wonderful Services Inc.",2017-09-08,0
"2860",6678586,10000,"Hover","Anashia","Trade Show","Closed Lost","Nestor","Great Enterprises Inc.",2012-12-03,0
"2861",34935231,50000,"al-Aydin","Kitanna","Email","Negotiation","Nestor","Wonderful Services LLC",2014-07-30,0
"2862",66924233,20000,"Rodriguez","Jarod","Email","Suspect","Hunter","Wonderful Goods Inc.",2013-02-14,0
"2863",5756302,30000,"el-Sawaya","Krue","Webinar","Suspect","Hunter","Great Enterprises LLP",2013-02-19,0
"2864",57755997,40000,"Sheppard","Zachery","Trade Show","Prospect","Rachelle","Popular Partners LLC",2014-08-03,0
"2865",21187708,50000,"Goodell","Cody","Referral","Negotiation","Haamida","Great Enterprises LLP",2014-04-29,0
"2866",53011163,80000,"Baca","Preston","Webinar","Closed Lost","Rachelle","Great Goods LLP",2016-11-23,0
"2867",95554562,80000,"Brooks","Michael","Paid Ads","Negotiation","Shay","Popular Services LLC",2014-10-27,0
"2868",32534515,50000,"Foster","Daniel","Paid Ads","Negotiation","Johnson","Great Goods LLC",2014-12-18,0
"2869",73822135,70000,"Black","Kieren","Conference","Suspect","Hunter","Wonderful Services LLP",2012-03-19,0
"2870",76436554,100000,"Anderson","Nafeesa","Trade Show","Negotiation","Haamida","Great Services LLP",2015-09-04,0
"2871",33843150,20000,"Aguayo","John","Conference","Closed Won","Victor","Popular Goods LLC",2012-06-01,1
"2872",50154374,60000,"al-Gad","Chelsea","Paid Ads","Prospect","Nestor","Great Goods LLC",2013-03-02,0
"2873",96232818,40000,"Lizer","Tsavii","Referral","Proposal","Johnson","Great Enterprises Inc.",2017-03-02,0
"2874",15340515,50000,"Shaw","Naseefa","Trade Show","Closed Lost","Rachelle","Great Products Inc.",2016-03-02,0
"2875",3836522,40000,"Hird","Dylan","Conference","Closed Lost","Victor","Great Enterprises LLC",2016-05-12,0
"2876",65484998,10000,"Tatum","Sheniqua","Paid Ads","Closed Lost","Hunter","Popular Products LLP",2015-08-09,0
"2877",28978621,10000,"Muniz","Timothy","Social","Negotiation","Hunter","Great Services Inc.",2016-03-28,0
"2878",62411529,80000,"Goodfellow","Nicholas","Conference","Proposal","Haamida","Popular Goods LLC",2013-10-29,0
"2879",45753633,80000,"Cox","Brenda","Conference","Prospect","Angelo","Great Enterprises LLC",2017-11-08,0
"2880",8447731,70000,"Lopez","Andres","Paid Ads","Opportunity","Hunter","Popular Products Inc.",2017-09-07,0
"2881",85945412,70000,"Minnich","Jessica","Conference","Prospect","Haamida","Great Products Inc.",2014-01-20,0
"2882",47946770,20000,"Johnson","Cody","Referral","Lead","Haamida","Wonderful Partners LLC",2013-07-03,0
"2883",29097995,40000,"Nolasco","Matthew","Trade Show","Prospect","Shay","Popular Partners Inc.",2014-11-05,0
"2884",94886139,60000,"Vo","Nakia","Conference","Opportunity","Angelo","Popular Products LLP",2017-07-02,0
"2885",44223731,30000,"el-Hadi","Yaasir","Paid Ads","Prospect","Nestor","Popular Products LLC",2013-11-07,0
"2886",91478259,10000,"Agnew","Sabeeha","Conference","Proposal","Nestor","Great Partners Inc.",2013-11-24,0
"2887",81099722,80000,"Beltran","Zaaida","Conference","Proposal","Angelo","Great Enterprises LLC",2013-05-15,0
"2888",3794075,80000,"Smith","Sierra","Webinar","Closed Won","Nestor","Great Products LLC",2014-12-14,1
"2889",48575464,60000,"Kwon","Enrique","Conference","Closed Won","Nestor","Great Products LLC",2017-04-27,1
"2890",28215036,100000,"el-Ishak","Darrick","Conference","Lead","Haamida","Wonderful Partners LLC",2013-03-29,0
"2891",77180422,30000,"el-Saleh","Zaidaan","Referral","Prospect","Shay","Popular Partners LLP",2015-12-03,0
"2892",9015893,10000,"Sablan","Ali","Web","Proposal","Nestor","Great Partners LLC",2016-03-24,0
"2893",26902823,100000,"Espinoza","Michael","Referral","Lead","Shay","Great Goods Inc.",2017-09-11,0
"2894",57550850,50000,"Britton","Jiair","Referral","Closed Won","Rachelle","Popular Enterprises LLP",2012-11-16,1
"2895",87983062,20000,"Wignall","Stephon","Email","Negotiation","Haamida","Wonderful Services LLP",2016-10-12,0
"2896",303402,90000,"Sugar","Fernando","Conference","Closed Lost","Angelo","Great Partners Inc.",2012-05-11,0
"2897",56575882,30000,"Presley","Fat'hi","Conference","Closed Won","Nestor","Popular Partners LLC",2016-08-25,1
"2898",61778252,30000,"Allen","Hailee","Trade Show","Lead","Hunter","Wonderful Enterprises LLP",2015-12-30,0
"2899",93999181,70000,"Gonzalez","Tya","Email","Negotiation","Rachelle","Wonderful Goods LLC",2016-05-07,0
"2900",81535768,80000,"el-Bacchus","Kevin","Paid Ads","Negotiation","Haamida","Popular Partners Inc.",2013-05-11,0
"2901",19136343,70000,"Moimoi","Hazeela","Conference","Prospect","Shay","Great Products LLC",2012-03-29,0
"2902",57418531,50000,"Felix","John","Web","Prospect","Angelo","Great Partners LLC",2014-04-25,0
"2903",29331610,100000,"Oster","Jayda","Referral","Suspect","Haamida","Great Partners Inc.",2012-11-24,0
"2904",10334540,70000,"Ruiz","Breanna","Trade Show","Proposal","Haamida","Great Partners Inc.",2017-10-03,0
"2905",94061741,50000,"Jones","Noah","Email","Suspect","Victor","Great Products LLC",2014-01-21,0
"2906",10474551,30000,"Martinez","Chanel","Trade Show","Closed Won","Nestor","Wonderful Products Inc.",2012-04-23,1
"2907",3467497,60000,"Thang","Jose","Web","Negotiation","Angelo","Wonderful Enterprises LLP",2014-06-22,0
"2908",22401970,70000,"Shaw","Cody","Conference","Opportunity","Rachelle","Wonderful Services Inc.",2014-09-05,0
"2909",74501801,20000,"el-Sarwar","Ritika","Email","Lead","Nestor","Wonderful Enterprises LLP",2017-09-08,0
"2910",35223435,40000,"Williams","Faisal","Conference","Negotiation","Angelo","Popular Goods Inc.",2012-12-03,0
"2911",69419077,40000,"al-Elamin","Alejandro","Webinar","Negotiation","Shay","Popular Products Inc.",2014-07-30,0
"2912",10641997,80000,"Kearns","Tyler","Social","Closed Lost","Nestor","Popular Partners LLP",2013-02-14,0
"2913",58834412,40000,"Gentry","Austin","Social","Negotiation","Haamida","Popular Enterprises LLC",2013-02-19,0
"2914",14633187,20000,"Hoang","Brianna","Social","Closed Lost","Haamida","Popular Products LLC",2014-08-03,0
"2915",17854125,20000,"Ortiz","Eolyone","Webinar","Closed Won","Victor","Wonderful Partners LLC",2014-04-29,1
"2916",6783340,50000,"Watkins","Eli","Social","Proposal","Victor","Wonderful Enterprises Inc.",2016-11-23,0
"2917",71788085,70000,"Cabral","Usman","Paid Ads","Opportunity","Nestor","Popular Partners LLP",2014-10-27,0
"2918",63052441,30000,"el-Wali","Briana","Email","Suspect","Victor","Great Enterprises Inc.",2014-12-18,0
"2919",5089449,90000,"Nettles","Jesse","Social","Suspect","Nestor","Popular Services Inc.",2012-03-19,0
"2920",4694998,90000,"Napier","Isabel","Web","Closed Lost","Johnson","Popular Goods LLC",2015-09-04,0
"2921",78224076,80000,"Herrera","Abdul Baari","Conference","Negotiation","Victor","Popular Enterprises Inc.",2012-06-01,0
"2922",5125217,80000,"Jones Potts","Dylan","Email","Closed Won","Johnson","Popular Goods LLP",2013-03-02,1
"2923",97951372,90000,"Heredia","Isam","Trade Show","Prospect","Hunter","Great Goods LLC",2017-03-02,0
"2924",18439999,100000,"Iron Cloud-Gresko","Andrissa","Paid Ads","Closed Won","Angelo","Popular Goods Inc.",2016-03-02,1
"2925",28353932,60000,"Mese","Bassil","Trade Show","Opportunity","Rachelle","Popular Goods LLP",2016-05-12,0
"2926",34391204,90000,"el-Dajani","James","Web","Suspect","Hunter","Popular Products LLC",2015-08-09,0
"2927",72209754,50000,"Lopez","Jackie","Referral","Opportunity","Hunter","Wonderful Enterprises LLC",2016-03-28,0
"2928",12783423,30000,"Hunkar","Erin","Email","Negotiation","Hunter","Popular Partners LLP",2013-10-29,0
"2929",48650995,60000,"Bottorff","Baheej","Email","Opportunity","Johnson","Great Partners Inc.",2017-11-08,0
"2930",73740458,20000,"Gloyd","Tyler","Email","Proposal","Rachelle","Wonderful Services LLC",2017-09-07,0
"2931",59880624,20000,"Ray","Erika","Social","Opportunity","Hunter","Great Products Inc.",2014-01-20,0
"2932",64688675,80000,"Murrish","Waatiq","Trade Show","Closed Won","Shay","Great Goods Inc.",2013-07-03,1
"2933",10031987,40000,"Camacho","Nyang","Web","Opportunity","Haamida","Great Services Inc.",2014-11-05,0
"2934",86865948,100000,"Stoltenberg","Matthew","Web","Suspect","Johnson","Wonderful Services LLP",2017-07-02,0
"2935",61461081,60000,"Mattice","Leilani","Email","Closed Lost","Shay","Popular Services Inc.",2013-11-07,0
"2936",47428665,10000,"Mckenzie","John","Referral","Lead","Angelo","Wonderful Partners LLC",2013-11-24,0
"2937",85200839,10000,"Hightower","Corenda","Conference","Lead","Nestor","Great Services LLP",2013-05-15,0
"2938",6259359,80000,"Hernandez","To Nhu Kim","Trade Show","Closed Won","Nestor","Great Goods LLC",2014-12-14,1
"2939",23467025,60000,"Steele Jr","Muneef","Referral","Closed Won","Haamida","Wonderful Goods LLC",2017-04-27,1
"2940",7017673,20000,"Quinonez","Brandon","Social","Suspect","Hunter","Wonderful Services Inc.",2013-03-29,0
"2941",38631815,90000,"Her","Alexa","Email","Lead","Haamida","Great Products LLC",2015-12-03,0
"2942",3353910,10000,"Heuman","Elle-Han","Referral","Prospect","Nestor","Wonderful Services LLP",2016-03-24,0
"2943",79908529,30000,"Gonzalez","Venancio","Social","Opportunity","Angelo","Wonderful Goods LLP",2017-09-11,0
"2944",37484784,90000,"Winn","Juwon","Web","Opportunity","Rachelle","Popular Enterprises LLC",2012-11-16,0
"2945",92709768,50000,"Chapa","De'Jane","Email","Proposal","Shay","Popular Enterprises Inc.",2016-10-12,0
"2946",31518835,40000,"Jackman"," Faaiq","Social","Lead","Angelo","Wonderful Enterprises LLP",2012-05-11,0
"2947",75201246,40000,"Line-Torres","Hugo","Trade Show","Prospect","Haamida","Great Products LLP",2016-08-25,0
"2948",96202032,20000,"el-Sarwar","Judith","Trade Show","Closed Won","Hunter","Popular Goods LLP",2015-12-30,1
"2949",7690699,80000,"Beeftu","Angel","Paid Ads","Opportunity","Angelo","Popular Goods LLP",2016-05-07,0
"2950",60081555,60000,"Wade","Diamond","Paid Ads","Negotiation","Hunter","Popular Products Inc.",2013-05-11,0
"2951",4619215,10000,"Espinoza","Joseph","Email","Prospect","Rachelle","Great Products LLC",2012-03-29,0
"2952",67468758,20000,"Lane","Nicholas","Webinar","Proposal","Rachelle","Wonderful Partners LLP",2014-04-25,0
"2953",96106730,20000,"Chui","Rodney","Trade Show","Closed Won","Angelo","Great Services LLP",2012-11-24,1
"2954",59932664,80000,"Jung","Stephen","Email","Prospect","Angelo","Popular Goods Inc.",2017-10-03,0
"2955",69029203,30000,"Tran","Dallas","Social","Prospect","Victor","Popular Partners LLC",2014-01-21,0
"2956",6250796,90000,"Maestas","Ishi","Webinar","Closed Lost","Shay","Great Goods Inc.",2012-04-23,0
"2957",77009422,70000,"Chandler","Chukwudi","Web","Closed Won","Shay","Popular Services LLP",2014-06-22,1
"2958",44618676,20000,"Botello Jr","Austin","Social","Proposal","Angelo","Wonderful Partners LLC",2014-09-05,0
"2959",75041965,50000,"Lombard","Rylee","Referral","Closed Lost","Shay","Great Services LLP",2017-09-08,0
"2960",82313692,60000,"al-Fahmy","Drayton","Paid Ads","Proposal","Hunter","Wonderful Services LLC",2012-12-03,0
"2961",62174658,70000,"al-Hamid","Funmilayo","Email","Lead","Johnson","Popular Enterprises LLC",2014-07-30,0
"2962",76288758,100000,"Rodriguez","Krista","Referral","Prospect","Angelo","Popular Goods Inc.",2013-02-14,0
"2963",68108720,20000,"Torske","Christian","Referral","Suspect","Victor","Popular Services LLP",2013-02-19,0
"2964",89519990,50000,"Caraveo Ibarra","Zeth","Social","Lead","Johnson","Great Services Inc.",2014-08-03,0
"2965",75998972,30000,"Huang","Leonard","Webinar","Opportunity","Victor","Wonderful Goods LLC",2014-04-29,0
"2966",62339167,100000,"Begay","Marcus","Conference","Closed Won","Angelo","Popular Products LLC",2016-11-23,1
"2967",62680498,80000,"Mcwilliams","Sean","Social","Lead","Nestor","Popular Services LLC",2014-10-27,0
"2968",67576891,40000,"Corona","Eva","Paid Ads","Suspect","Angelo","Wonderful Products Inc.",2014-12-18,0
"2969",24076172,20000,"Lopez Ontiveros","Siale","Social","Negotiation","Nestor","Popular Enterprises Inc.",2012-03-19,0
"2970",26361589,90000,"Magisano","Aaron","Web","Prospect","Johnson","Popular Goods LLC",2015-09-04,0
"2971",61554113,70000,"Vu","Erica","Social","Lead","Victor","Popular Products LLC",2012-06-01,0
"2972",88543959,30000,"Garcia","Tyler","Conference","Closed Lost","Haamida","Great Partners Inc.",2013-03-02,0
"2973",97211860,10000,"Fernandez","Bailey","Referral","Lead","Hunter","Popular Services Inc.",2017-03-02,0
"2974",66273695,10000,"al-Mina","Cordell","Referral","Suspect","Johnson","Great Partners LLP",2016-03-02,0
"2975",66025954,50000,"Koons","Brandon","Social","Suspect","Johnson","Popular Services LLC",2016-05-12,0
"2976",48038566,70000,"Martinez","Kristopher","Conference","Lead","Hunter","Popular Goods LLC",2015-08-09,0
"2977",52985076,100000,"el-Rauf","Damien","Email","Lead","Haamida","Wonderful Goods Inc.",2016-03-28,0
"2978",53913346,70000,"el-Din","Dreshawn","Email","Lead","Haamida","Wonderful Partners LLC",2013-10-29,0
"2979",3018483,60000,"Harkrider","Brittney","Webinar","Closed Won","Angelo","Wonderful Partners Inc.",2017-11-08,1
"2980",9514967,50000,"al-Abraham","Jose","Referral","Prospect","Hunter","Great Services LLC",2017-09-07,0
"2981",80623563,50000,"Martinez","Brandon","Social","Proposal","Shay","Popular Enterprises Inc.",2014-01-20,0
"2982",8813238,90000,"Malenfant","Trevante","Web","Lead","Haamida","Popular Partners Inc.",2013-07-03,0
"2983",82241118,50000,"Warren","Angel","Paid Ads","Negotiation","Shay","Wonderful Products Inc.",2014-11-05,0
"2984",65315494,60000,"Williams","Cindy","Conference","Suspect","Johnson","Wonderful Enterprises Inc.",2017-07-02,0
"2985",1228850,90000,"Asuquo","King","Social","Closed Won","Rachelle","Popular Services LLP",2013-11-07,1
"2986",25651140,40000,"Blackmore","Mitchell","Paid Ads","Lead","Rachelle","Great Products LLP",2013-11-24,0
"2987",96386450,30000,"Gahagan","Thomas","Trade Show","Lead","Rachelle","Popular Products Inc.",2013-05-15,0
"2988",79571682,100000,"Romero","Aasim","Conference","Prospect","Angelo","Popular Products Inc.",2014-12-14,0
"2989",57873160,40000,"Johnson","Brenden","Web","Lead","Nestor","Great Goods LLP",2017-04-27,0
"2990",50434407,70000,"al-Yamin","Caitlin","Conference","Opportunity","Johnson","Wonderful Enterprises Inc.",2013-03-29,0
"2991",22813589,60000,"Smith","Devin","Referral","Closed Won","Haamida","Popular Enterprises LLC",2015-12-03,1
"2992",34406080,70000,"Mariman","Sirajuddeen","Web","Lead","Nestor","Popular Enterprises LLP",2016-03-24,0
"2993",80513884,40000,"Garcia","Mariah","Conference","Closed Lost","Haamida","Great Products LLC",2017-09-11,0
"2994",47514590,100000,"al-Mustafa","Mahmood","Paid Ads","Proposal","Hunter","Popular Goods Inc.",2012-11-16,0
"2995",55862693,60000,"Ingram","Hannah","Social","Closed Won","Hunter","Great Products LLC",2016-10-12,1
"2996",60394679,40000,"Dixon-Smith","Aseela","Paid Ads","Proposal","Nestor","Wonderful Products LLP",2012-05-11,0
"2997",51065725,20000,"Mizoue","Kaleem","Social","Proposal","Haamida","Popular Services LLP",2016-08-25,0
"2998",7904055,10000,"Huff","Aryk","Paid Ads","Proposal","Angelo","Wonderful Products LLP",2015-12-30,0
"2999",88805111,60000,"Bancroft","Sivilize","Referral","Closed Lost","Nestor","Wonderful Partners LLC",2016-05-07,0
"3000",30180316,80000,"Gray","Olivia","Trade Show","Prospect","Rachelle","Great Goods LLP",2013-05-11,0
"3001",53773780,20000,"Murali","Jordan","Social","Prospect","Shay","Great Products Inc.",2012-03-29,0
"3002",99252176,10000,"Nelson","India","Webinar","Suspect","Nestor","Wonderful Services LLC",2014-04-25,0
"3003",69239261,40000,"Romero","Jacob","Social","Suspect","Johnson","Great Goods LLP",2012-11-24,0
